From hh@nordita.dk Wed Oct 21 16:47:09 1998
Received: (from hh@localhost)
	by norserv.nordita.dk (8.8.5/8.8.5) id QAA03933
	for mjensen; Wed, 21 Oct 1998 16:47:09 +0200 (MET DST)
Date: Wed, 21 Oct 1998 16:47:09 +0200 (MET DST)
From: Henning Heiselberg <hh@nordita.dk>
Message-Id: <199810211447.QAA03933@norserv.nordita.dk>
To: mjensen@nordita.dk
Content-Length: 34
Status: R

 3.120    40.757
11.663   808.786

